Appliances,lights,Windspeed,Visibility
80,0,5.0,24.0
90,0,5.66666666666667,23.3333333333333
60,0,6.3333333333333295,22.666666666666693
60,0,7.0,22.0
50,0,7.666666666666669,21.3333333333333
60,0,8.33333333333333,20.666666666666693
50,0,9.0,20.0
50,0,8.66666666666667,20.666666666666693
50,0,8.33333333333333,21.3333333333333
60,0,8.0,22.0
110,0,7.666666666666669,22.666666666666693
50,0,7.3333333333333295,23.3333333333333
150,0,7.0,24.0
210,0,6.8333333333333295,24.8333333333333
120,0,6.6666666666666705,25.666666666666693
380,0,6.5,26.5
160,0,6.3333333333333295,27.3333333333333
140,10,6.1666666666666705,28.166666666666693
130,0,6.0,29.0
130,0,6.6666666666666705,30.8333333333333
140,0,7.3333333333333295,32.66666666666669
210,0,8.0,34.5
510,10,8.66666666666667,36.3333333333333
630,20,9.33333333333333,38.16666666666669
500,10,10.0,40.0
290,20,9.83333333333333,40.0
270,10,9.66666666666667,40.0
250,10,9.5,40.0
130,20,9.33333333333333,40.0
80,10,9.16666666666667,40.0
100,20,9.0,40.0
80,10,8.83333333333333,40.0
140,0,8.66666666666667,40.0
80,0,8.5,40.0
90,0,8.33333333333333,40.0
80,0,8.16666666666667,40.0
80,0,8.0,40.0
80,0,8.0,40.0
70,0,8.0,40.0
70,0,8.0,40.0
70,0,8.0,40.0
60,0,8.0,40.0
60,0,8.0,40.0
70,0,8.0,40.0
70,0,8.0,40.0
80,0,8.0,40.0
60,0,8.0,40.0
80,0,8.0,40.0
60,0,8.0,40.0
50,0,7.666666666666669,40.0
90,0,7.3333333333333295,40.0
100,10,7.0,40.0
100,0,6.6666666666666705,40.0
100,0,6.3333333333333295,40.0
120,10,6.0,40.0
110,0,6.0,40.0
110,0,6.0,40.0
110,10,6.0,40.0
100,0,6.0,40.0
110,10,6.0,40.0
100,0,6.0,40.0
110,10,5.8333333333333295,40.0
110,0,5.66666666666667,40.0
100,0,5.5,40.0
100,0,5.3333333333333295,40.0
120,10,5.16666666666667,40.0
240,0,5.0,40.0
470,0,5.3333333333333295,40.0
180,10,5.66666666666667,40.0
100,10,6.0,40.0
100,20,6.3333333333333295,40.0
120,40,6.6666666666666705,40.0
450,30,7.0,40.0
170,30,7.1666666666666705,40.0
140,30,7.3333333333333295,40.0
150,0,7.5,40.0
140,0,7.666666666666669,40.0
140,0,7.8333333333333295,40.0
120,0,8.0,40.0
120,0,7.666666666666669,40.0
120,10,7.3333333333333295,40.0
120,0,7.0,40.0
110,0,6.6666666666666705,40.0
130,0,6.3333333333333295,40.0
470,0,6.0,40.0
420,0,6.3333333333333295,40.0
130,0,6.6666666666666705,40.0
110,0,7.0,40.0
100,10,7.3333333333333295,40.0
70,0,7.666666666666669,40.0
50,0,8.0,40.0
60,0,8.0,40.0
50,0,8.0,40.0
60,0,8.0,40.0
50,0,8.0,40.0
60,0,8.0,40.0
60,0,8.0,40.0
60,0,8.0,43.8333333333333
30,0,8.0,47.66666666666669
30,0,8.0,51.5
40,0,8.0,55.3333333333333
30,0,8.0,59.1666666666667
70,0,8.0,63.0
60,0,7.0,63.1666666666667
70,10,6.0,63.3333333333333
60,0,5.0,63.5
70,0,4.0,63.6666666666667
60,0,3.0,63.8333333333333
60,0,2.0,64.0
60,0,2.0,64.0
60,0,2.0,64.0
60,0,2.0,64.0
60,0,2.0,64.0
70,0,2.0,64.0
60,0,2.0,64.0
70,0,2.0,64.0
60,0,2.0,64.0
60,0,2.0,64.0
60,0,2.0,64.0
60,0,2.0,64.0
60,0,2.0,64.0
50,0,2.16666666666667,64.1666666666667
70,0,2.3333333333333295,64.3333333333333
60,0,2.5,64.5
60,0,2.66666666666667,64.6666666666667
70,0,2.8333333333333295,64.8333333333333
60,0,3.0,65.0
60,0,3.33333333333333,58.1666666666667
50,0,3.6666666666666705,51.3333333333333
50,0,4.0,44.5
60,0,4.3333333333333295,37.66666666666669
50,0,4.66666666666667,30.8333333333333
60,0,5.0,24.0
60,0,5.16666666666667,26.666666666666693
60,0,5.3333333333333295,29.3333333333333
70,0,5.5,32.0
60,0,5.66666666666667,34.66666666666669
60,0,5.8333333333333295,37.3333333333333
50,0,6.0,40.0
50,0,6.0,40.0
60,0,6.0,40.0
50,0,6.0,40.0
60,0,6.0,40.0
50,0,6.0,40.0
40,0,6.0,40.0
40,0,6.1666666666666705,40.0
40,0,6.3333333333333295,40.0
40,0,6.5,40.0
100,0,6.6666666666666705,40.0
60,0,6.8333333333333295,40.0
50,0,7.0,40.0
80,0,7.1666666666666705,40.0
100,0,7.3333333333333295,40.0
80,0,7.5,40.0
80,0,7.666666666666669,40.0
100,10,7.8333333333333295,40.0
80,0,8.0,40.0
110,0,8.16666666666667,40.0
80,0,8.33333333333333,40.0
90,10,8.5,40.0
110,0,8.66666666666667,40.0
100,0,8.83333333333333,40.0
100,0,9.0,40.0
80,0,9.33333333333333,40.0
80,0,9.66666666666667,40.0
70,0,10.0,40.0
70,0,10.333333333333298,40.0
70,0,10.666666666666702,40.0
60,0,11.0,40.0
70,0,10.666666666666702,38.16666666666669
70,0,10.333333333333298,36.3333333333333
80,0,10.0,34.5
80,0,9.66666666666667,32.66666666666669
70,0,9.33333333333333,30.8333333333333
80,0,9.0,29.0
60,0,9.0,30.8333333333333
70,0,9.0,32.66666666666669
70,0,9.0,34.5
60,0,9.0,36.3333333333333
70,0,9.0,38.16666666666669
60,0,9.0,40.0
50,0,9.0,40.0
50,0,9.0,40.0
60,0,9.0,40.0
70,0,9.0,40.0
70,0,9.0,40.0
70,0,9.0,40.0
70,0,9.33333333333333,40.0
60,0,9.66666666666667,40.0
70,0,10.0,40.0
60,0,10.333333333333298,40.0
80,0,10.666666666666702,40.0
70,0,11.0,40.0
60,0,10.833333333333298,40.0
80,0,10.666666666666702,40.0
60,0,10.5,40.0
70,0,10.333333333333298,40.0
60,0,10.166666666666702,40.0
70,0,10.0,40.0
60,0,9.83333333333333,40.0
60,0,9.66666666666667,40.0
80,0,9.5,40.0
120,10,9.33333333333333,40.0
140,0,9.16666666666667,40.0
140,0,9.0,40.0
160,0,8.5,40.0
180,0,8.0,40.0
160,0,7.5,40.0
160,0,7.0,40.0
140,0,6.5,40.0
120,10,6.0,40.0
110,0,6.1666666666666705,40.0
90,0,6.3333333333333295,40.0
90,0,6.5,40.0
80,0,6.6666666666666705,40.0
80,0,6.8333333333333295,40.0
80,0,7.0,40.0
80,0,6.8333333333333295,40.0
70,0,6.6666666666666705,40.0
70,0,6.5,40.0
60,0,6.3333333333333295,40.0
80,0,6.1666666666666705,40.0
100,20,6.0,40.0
90,10,6.1666666666666705,40.0
90,0,6.3333333333333295,40.0
80,0,6.5,40.0
90,0,6.6666666666666705,40.0
70,0,6.8333333333333295,40.0
80,0,7.0,40.0
90,0,6.8333333333333295,40.0
90,0,6.6666666666666705,40.0
80,0,6.5,40.0
80,0,6.3333333333333295,40.0
90,0,6.1666666666666705,40.0
70,0,6.0,40.0
80,0,6.3333333333333295,40.0
60,0,6.6666666666666705,40.0
50,0,7.0,40.0
60,0,7.3333333333333295,40.0
60,0,7.666666666666669,40.0
60,0,8.0,40.0
70,0,8.0,40.0
60,0,8.0,40.0
60,0,8.0,40.0
50,0,8.0,40.0
60,0,8.0,40.0
50,0,8.0,40.0
60,0,8.16666666666667,40.0
60,0,8.33333333333333,40.0
70,0,8.5,40.0
60,0,8.66666666666667,40.0
60,0,8.83333333333333,40.0
70,0,9.0,40.0
60,0,9.0,40.0
60,0,9.0,40.0
50,0,9.0,40.0
60,0,9.0,40.0
60,0,9.0,40.0
60,0,9.0,40.0
70,0,9.16666666666667,40.0
50,0,9.33333333333333,40.0
70,0,9.5,40.0
60,0,9.66666666666667,40.0
60,0,9.83333333333333,40.0
50,0,10.0,40.0
60,0,10.0,44.16666666666669
60,0,10.0,48.3333333333333
50,0,10.0,52.5
70,0,10.0,56.66666666666669
60,0,10.0,60.8333333333333
60,0,10.0,65.0
60,0,10.166666666666702,60.8333333333333
60,0,10.333333333333298,56.66666666666669
50,0,10.5,52.5
60,0,10.666666666666702,48.3333333333333
50,0,10.833333333333298,44.16666666666669
60,0,11.0,40.0
50,0,11.333333333333298,40.0
40,0,11.666666666666702,40.0
50,0,12.0,40.0
40,0,12.333333333333298,40.0
60,0,12.666666666666702,40.0
70,0,13.0,40.0
50,0,13.0,40.0
60,0,13.0,40.0
70,0,13.0,40.0
60,0,13.0,40.0
70,0,13.0,40.0
70,0,13.0,40.0
120,0,13.0,38.0
60,0,13.0,36.0
70,0,13.0,34.0
60,10,13.0,32.0
60,0,13.0,30.0
90,0,13.0,28.0
60,0,12.833333333333298,30.0
60,0,12.666666666666702,32.0
60,10,12.5,34.0
140,10,12.333333333333298,36.0
110,30,12.166666666666702,38.0
100,20,12.0,40.0
90,20,11.833333333333298,43.8333333333333
110,20,11.666666666666702,47.66666666666669
90,10,11.5,51.5
230,0,11.333333333333298,55.3333333333333
210,0,11.166666666666702,59.1666666666667
170,0,11.0,63.0
380,0,10.5,59.1666666666667
210,0,10.0,55.3333333333333
150,0,9.5,51.5
100,0,9.0,47.66666666666669
270,0,8.5,43.8333333333333
130,0,8.0,40.0
100,0,8.5,40.0
130,0,9.0,40.0
100,0,9.5,40.0
100,0,10.0,40.0
100,0,10.5,40.0
70,0,11.0,40.0
80,0,11.0,40.0
80,0,11.0,40.0
440,0,11.0,40.0
430,0,11.0,40.0
320,0,11.0,40.0
300,0,11.0,40.0
270,0,11.0,40.0
290,10,11.0,40.0
280,0,11.0,40.0
250,0,11.0,40.0
190,0,11.0,40.0
100,0,11.0,40.0
90,0,10.5,40.0
80,10,10.0,40.0
80,0,9.5,40.0
400,0,9.0,40.0
660,10,8.5,40.0
310,0,8.0,40.0
110,0,8.16666666666667,40.0
110,0,8.33333333333333,40.0
100,0,8.5,40.0
100,0,8.66666666666667,40.0
100,0,8.83333333333333,40.0
100,0,9.0,40.0
110,0,8.66666666666667,38.16666666666669
140,0,8.33333333333333,36.3333333333333
620,0,8.0,34.5
580,0,7.666666666666669,32.66666666666669
350,0,7.3333333333333295,30.8333333333333
100,10,7.0,29.0
130,0,6.6666666666666705,30.8333333333333
240,0,6.3333333333333295,32.66666666666669
250,0,6.0,34.5
330,10,5.66666666666667,36.3333333333333
260,0,5.3333333333333295,38.16666666666669
120,10,5.0,40.0
500,0,5.0,40.0
110,0,5.0,40.0
120,0,5.0,40.0
120,0,5.0,40.0
110,0,5.0,40.0
110,0,5.0,40.0
420,0,4.66666666666667,40.0
330,0,4.3333333333333295,40.0
100,0,4.0,40.0
100,0,3.6666666666666705,40.0
90,0,3.33333333333333,40.0
80,10,3.0,40.0
70,0,3.5,40.0
80,0,4.0,40.0
90,0,4.5,40.0
90,0,5.0,40.0
80,10,5.5,40.0
80,0,6.0,40.0
50,0,6.1666666666666705,38.16666666666669
60,0,6.3333333333333295,36.3333333333333
50,0,6.5,34.5
50,0,6.6666666666666705,32.66666666666669
50,0,6.8333333333333295,30.8333333333333
40,0,7.0,29.0
40,0,7.0,34.5
40,10,7.0,40.0
40,0,7.0,45.5
50,0,7.0,51.0
60,0,7.0,56.5
50,0,7.0,62.0
60,0,7.0,58.3333333333333
50,0,7.0,54.66666666666669
50,0,7.0,51.0
70,0,7.0,47.3333333333333
60,10,7.0,43.66666666666669
70,0,7.0,40.0
50,0,7.0,40.0
70,0,7.0,40.0
50,0,7.0,40.0
60,0,7.0,40.0
50,0,7.0,40.0
50,0,7.0,40.0
60,0,7.1666666666666705,40.0
60,10,7.3333333333333295,40.0
60,0,7.5,40.0
60,0,7.666666666666669,40.0
70,0,7.8333333333333295,40.0
60,0,8.0,40.0
60,0,7.8333333333333295,40.0
40,0,7.666666666666669,40.0
60,0,7.5,40.0
50,0,7.3333333333333295,40.0
50,0,7.1666666666666705,40.0
70,0,7.0,40.0
50,0,7.3333333333333295,40.0
70,0,7.666666666666669,40.0
50,0,8.0,40.0
70,0,8.33333333333333,40.0
60,0,8.66666666666667,40.0
80,0,9.0,40.0
60,0,8.66666666666667,40.0
50,10,8.33333333333333,40.0
60,0,8.0,40.0
50,0,7.666666666666669,40.0
60,0,7.3333333333333295,40.0
40,0,7.0,40.0
30,0,7.1666666666666705,40.0
40,0,7.3333333333333295,40.0
40,0,7.5,40.0
60,0,7.666666666666669,40.0
60,0,7.8333333333333295,40.0
70,0,8.0,40.0
50,0,8.0,40.0
70,0,8.0,40.0
60,0,8.0,40.0
60,0,8.0,40.0
60,0,8.0,40.0
60,0,8.0,40.0
50,0,8.0,37.8333333333333
70,0,8.0,35.66666666666669
80,0,8.0,33.5
80,0,8.0,31.3333333333333
90,0,8.0,29.166666666666693
100,0,8.0,27.0
100,0,8.0,29.166666666666693
100,0,8.0,31.3333333333333
70,0,8.0,33.5
80,0,8.0,35.66666666666669
70,0,8.0,37.8333333333333
80,0,8.0,40.0
80,0,7.8333333333333295,40.0
80,0,7.666666666666669,40.0
90,0,7.5,40.0
80,0,7.3333333333333295,40.0
80,0,7.1666666666666705,40.0
60,0,7.0,40.0
50,0,7.0,40.0
60,0,7.0,40.0
50,0,7.0,40.0
70,0,7.0,40.0
80,0,7.0,40.0
90,0,7.0,40.0
160,0,7.0,40.0
90,0,7.0,40.0
120,0,7.0,40.0
80,0,7.0,40.0
80,0,7.0,40.0
90,0,7.0,40.0
100,0,7.1666666666666705,38.16666666666669
110,0,7.3333333333333295,36.3333333333333
130,0,7.5,34.5
120,0,7.666666666666669,32.66666666666669
120,0,7.8333333333333295,30.8333333333333
100,10,8.0,29.0
120,0,7.666666666666669,30.8333333333333
110,0,7.3333333333333295,32.66666666666669
110,0,7.0,34.5
110,0,6.6666666666666705,36.3333333333333
100,0,6.3333333333333295,38.16666666666669
110,0,6.0,40.0
110,0,5.66666666666667,40.0
110,0,5.3333333333333295,40.0
110,0,5.0,40.0
110,0,4.66666666666667,40.0
100,10,4.3333333333333295,40.0
110,20,4.0,40.0
110,30,4.3333333333333295,38.0
90,20,4.66666666666667,36.0
90,20,5.0,34.0
70,20,5.3333333333333295,32.0
260,30,5.66666666666667,30.0
390,20,6.0,28.0
320,20,6.0,30.0
100,20,6.0,32.0
350,0,6.0,34.0
480,0,6.0,36.0
120,0,6.0,38.0
100,0,6.0,40.0
100,0,5.66666666666667,40.0
120,20,5.3333333333333295,40.0
110,20,5.0,40.0
110,30,4.66666666666667,40.0
110,20,4.3333333333333295,40.0
110,20,4.0,40.0
120,20,3.8333333333333295,40.0
130,30,3.6666666666666705,40.0
140,20,3.5,40.0
130,0,3.33333333333333,40.0
140,0,3.16666666666667,40.0
140,0,3.0,40.0
140,0,3.16666666666667,40.0
130,0,3.33333333333333,40.0
130,0,3.5,40.0
120,0,3.6666666666666705,40.0
130,0,3.8333333333333295,40.0
100,0,4.0,40.0
90,0,4.16666666666667,40.0
100,0,4.3333333333333295,40.0
90,10,4.5,40.0
80,20,4.66666666666667,40.0
80,20,4.8333333333333295,40.0
90,20,5.0,40.0
60,30,5.16666666666667,40.0
60,20,5.3333333333333295,40.0
50,20,5.5,40.0
60,20,5.66666666666667,40.0
50,20,5.8333333333333295,40.0
60,20,6.0,40.0
80,30,6.3333333333333295,40.0
70,20,6.6666666666666705,40.0
70,20,7.0,40.0
70,20,7.3333333333333295,40.0
70,20,7.666666666666669,40.0
60,30,8.0,40.0
70,20,7.666666666666669,40.0
60,10,7.3333333333333295,40.0
70,0,7.0,40.0
70,0,6.6666666666666705,40.0
60,0,6.3333333333333295,40.0
60,0,6.0,40.0
60,0,6.1666666666666705,40.0
60,0,6.3333333333333295,40.0
50,0,6.5,40.0
60,0,6.6666666666666705,40.0
50,0,6.8333333333333295,40.0
60,0,7.0,40.0
70,0,6.8333333333333295,40.0
60,0,6.6666666666666705,40.0
70,0,6.5,40.0
50,0,6.3333333333333295,40.0
60,0,6.1666666666666705,40.0
50,0,6.0,40.0
60,0,5.8333333333333295,40.0
50,0,5.66666666666667,40.0
70,0,5.5,40.0
50,0,5.3333333333333295,40.0
70,0,5.16666666666667,40.0
60,0,5.0,40.0
60,0,4.8333333333333295,40.0
60,0,4.66666666666667,40.0
50,0,4.5,40.0
60,0,4.3333333333333295,40.0
50,0,4.16666666666667,40.0
60,0,4.0,40.0
80,0,3.8333333333333295,40.0
40,10,3.6666666666666705,40.0
40,0,3.5,40.0
50,0,3.33333333333333,40.0
50,0,3.16666666666667,40.0
50,0,3.0,40.0
60,0,3.0,40.0
60,0,3.0,40.0
60,10,3.0,40.0
70,0,3.0,40.0
70,0,3.0,40.0
70,0,3.0,40.0
50,0,3.16666666666667,40.0
60,0,3.33333333333333,40.0
50,10,3.5,40.0
60,0,3.6666666666666705,40.0
60,0,3.8333333333333295,40.0
50,10,4.0,40.0
110,0,4.0,40.0
70,0,4.0,40.0
80,0,4.0,40.0
90,0,4.0,40.0
100,0,4.0,40.0
80,0,4.0,40.0
80,0,4.16666666666667,40.0
80,0,4.3333333333333295,40.0
50,0,4.5,40.0
90,0,4.66666666666667,40.0
120,0,4.8333333333333295,40.0
90,0,5.0,40.0
110,0,5.0,40.0
70,0,5.0,40.0
110,0,5.0,40.0
110,10,5.0,40.0
100,10,5.0,40.0
90,0,5.0,40.0
100,0,5.16666666666667,38.16666666666669
100,0,5.3333333333333295,36.3333333333333
110,0,5.5,34.5
100,0,5.66666666666667,32.66666666666669
100,0,5.8333333333333295,30.8333333333333
170,0,6.0,29.0
90,0,6.0,30.8333333333333
70,0,6.0,32.66666666666669
80,0,6.0,34.5
110,20,6.0,36.3333333333333
110,20,6.0,38.16666666666669
110,20,6.0,40.0
100,30,6.0,38.16666666666669
100,20,6.0,36.3333333333333
100,20,6.0,34.5
100,20,6.0,32.66666666666669
80,30,6.0,30.8333333333333
80,20,6.0,29.0
80,20,5.5,30.8333333333333
80,20,5.0,32.66666666666669
110,30,4.5,34.5
90,20,4.0,36.3333333333333
90,20,3.5,38.16666666666669
80,20,3.0,40.0
90,0,3.16666666666667,40.0
80,0,3.33333333333333,40.0
90,0,3.5,40.0
90,0,3.6666666666666705,40.0
100,0,3.8333333333333295,40.0
80,0,4.0,40.0
60,0,4.0,40.0
60,0,4.0,40.0
60,0,4.0,40.0
50,0,4.0,40.0
60,0,4.0,40.0
70,0,4.0,40.0
90,0,3.6666666666666705,40.0
80,0,3.33333333333333,40.0
90,0,3.0,40.0
90,0,2.66666666666667,40.0
100,0,2.3333333333333295,40.0
90,0,2.0,40.0
90,0,2.0,40.0
120,0,2.0,40.0
440,0,2.0,40.0
220,10,2.0,40.0
210,0,2.0,40.0
330,10,2.0,40.0
220,10,2.3333333333333295,40.0
120,0,2.66666666666667,40.0
90,0,3.0,40.0
100,0,3.33333333333333,40.0
110,0,3.6666666666666705,40.0
100,0,4.0,40.0
360,0,4.0,40.0
400,0,4.0,40.0
100,0,4.0,40.0
120,0,4.0,40.0
100,0,4.0,40.0
120,0,4.0,40.0
70,0,3.8333333333333295,40.0
50,0,3.6666666666666705,40.0
60,0,3.5,40.0
60,0,3.33333333333333,40.0
50,10,3.16666666666667,40.0
70,20,3.0,40.0
60,20,3.0,40.0
60,20,3.0,40.0
70,20,3.0,40.0
50,30,3.0,40.0
60,10,3.0,40.0
60,10,3.0,40.0
60,0,2.66666666666667,37.8333333333333
60,0,2.3333333333333295,35.66666666666669
60,0,2.0,33.5
50,0,1.66666666666667,31.3333333333333
50,0,1.33333333333333,29.166666666666693
30,0,1.0,27.0
30,0,1.0,29.166666666666693
20,0,1.0,31.3333333333333
40,0,1.0,33.5
50,0,1.0,35.66666666666669
60,0,1.0,37.8333333333333
50,0,1.0,40.0
60,0,1.0,44.16666666666669
50,0,1.0,48.3333333333333
50,0,1.0,52.5
50,0,1.0,56.66666666666669
50,0,1.0,60.8333333333333
60,0,1.0,65.0
50,0,1.0,64.6666666666667
60,0,1.0,64.3333333333333
50,0,1.0,64.0
50,0,1.0,63.6666666666667
50,0,1.0,63.3333333333333
50,0,1.0,63.0
50,0,1.0,63.1666666666667
50,0,1.0,63.3333333333333
70,0,1.0,63.5
50,0,1.0,63.6666666666667
60,0,1.0,63.8333333333333
50,0,1.0,64.0
50,0,1.0,62.6666666666667
50,0,1.0,61.3333333333333
40,0,1.0,60.0
50,0,1.0,58.6666666666667
50,0,1.0,57.3333333333333
90,0,1.0,56.0
60,0,1.16666666666667,57.16666666666669
50,10,1.33333333333333,58.3333333333333
20,0,1.5,59.5
40,10,1.66666666666667,60.6666666666667
30,0,1.8333333333333297,61.8333333333333
50,0,2.0,63.0
50,0,1.8333333333333297,63.3333333333333
50,0,1.66666666666667,63.6666666666667
60,0,1.5,64.0
60,0,1.33333333333333,64.3333333333333
60,0,1.16666666666667,64.6666666666667
80,0,1.0,65.0
60,0,1.0,57.5
40,0,1.0,50.0
50,0,1.0,42.5
50,20,1.0,35.0
70,20,1.0,27.5
80,30,1.0,20.0
70,20,1.16666666666667,20.666666666666693
70,20,1.33333333333333,21.3333333333333
50,0,1.5,22.0
50,0,1.66666666666667,22.666666666666693
70,0,1.8333333333333297,23.3333333333333
60,0,2.0,24.0
50,0,2.16666666666667,26.666666666666693
50,0,2.3333333333333295,29.3333333333333
100,0,2.5,32.0
80,0,2.66666666666667,34.66666666666669
90,0,2.8333333333333295,37.3333333333333
90,0,3.0,40.0
90,0,3.16666666666667,38.16666666666669
90,0,3.33333333333333,36.3333333333333
90,0,3.5,34.5
80,0,3.6666666666666705,32.66666666666669
80,0,3.8333333333333295,30.8333333333333
100,0,4.0,29.0
90,0,4.0,30.8333333333333
80,0,4.0,32.66666666666669
100,0,4.0,34.5
90,0,4.0,36.3333333333333
100,0,4.0,38.16666666666669
90,10,4.0,40.0
100,20,4.0,44.0
90,20,4.0,48.0
100,30,4.0,52.0
100,20,4.0,56.0
150,0,4.0,60.0
140,0,4.0,64.0
90,0,4.0,58.1666666666667
80,0,4.0,52.3333333333333
90,0,4.0,46.5
80,0,4.0,40.66666666666669
100,0,4.0,34.8333333333333
110,0,4.0,29.0
110,0,4.0,28.8333333333333
120,0,4.0,28.666666666666693
110,0,4.0,28.5
80,0,4.0,28.3333333333333
110,0,4.0,28.166666666666693
90,0,4.0,28.0
110,0,4.16666666666667,30.0
100,0,4.3333333333333295,32.0
110,0,4.5,34.0
110,0,4.66666666666667,36.0
100,0,4.8333333333333295,38.0
90,0,5.0,40.0
90,0,5.16666666666667,38.0
90,0,5.3333333333333295,36.0
80,0,5.5,34.0
100,0,5.66666666666667,32.0
90,0,5.8333333333333295,30.0
80,0,6.0,28.0
70,0,5.5,28.166666666666693
90,0,5.0,28.3333333333333
430,0,4.5,28.5
440,0,4.0,28.666666666666693
110,10,3.5,28.8333333333333
90,10,3.0,29.0
90,0,2.8333333333333295,30.8333333333333
110,0,2.66666666666667,32.66666666666669
90,0,2.5,34.5
120,10,2.3333333333333295,36.3333333333333
100,0,2.16666666666667,38.16666666666669
100,0,2.0,40.0
90,0,2.0,37.0
120,0,2.0,34.0
110,0,2.0,31.0
120,0,2.0,28.0
120,0,2.0,25.0
120,0,2.0,22.0
140,0,2.3333333333333295,22.3333333333333
110,0,2.66666666666667,22.666666666666693
120,0,3.0,23.0
90,0,3.33333333333333,23.3333333333333
70,0,3.6666666666666705,23.666666666666693
40,10,4.0,24.0
40,0,4.0,26.666666666666693
40,0,4.0,29.3333333333333
30,10,4.0,32.0
60,0,4.0,34.66666666666669
50,0,4.0,37.3333333333333
50,0,4.0,40.0
50,0,3.8333333333333295,37.5
60,0,3.6666666666666705,35.0
50,0,3.5,32.5
60,0,3.33333333333333,30.0
60,0,3.16666666666667,27.5
70,0,3.0,25.0
50,0,3.33333333333333,31.666666666666693
60,0,3.6666666666666705,38.3333333333333
40,0,4.0,45.0
50,0,4.3333333333333295,51.66666666666669
50,0,4.66666666666667,58.3333333333333
60,0,5.0,65.0
60,0,4.8333333333333295,64.8333333333333
60,0,4.66666666666667,64.6666666666667
50,0,4.5,64.5
50,0,4.3333333333333295,64.3333333333333
50,0,4.16666666666667,64.1666666666667
30,0,4.0,64.0
30,0,4.0,64.0
20,0,4.0,64.0
30,0,4.0,64.0
60,0,4.0,64.0
60,0,4.0,64.0
60,0,4.0,64.0
60,0,3.8333333333333295,64.0
50,0,3.6666666666666705,64.0
50,0,3.5,64.0
50,0,3.33333333333333,64.0
50,0,3.16666666666667,64.0
50,0,3.0,64.0
60,0,2.8333333333333295,56.66666666666669
60,0,2.66666666666667,49.3333333333333
50,0,2.5,42.0
50,0,2.3333333333333295,34.66666666666669
50,0,2.16666666666667,27.3333333333333
50,0,2.0,20.0
60,0,2.0,27.0
40,0,2.0,34.0
60,0,2.0,41.0
50,0,2.0,48.0
50,0,2.0,55.0
60,0,2.0,62.0
40,0,2.0,60.3333333333333
30,0,2.0,58.6666666666667
20,0,2.0,57.0
30,0,2.0,55.3333333333333
50,0,2.0,53.66666666666669
60,0,2.0,52.0
60,0,1.8333333333333297,50.5
50,0,1.66666666666667,49.0
60,0,1.5,47.5
40,0,1.33333333333333,46.0
60,0,1.16666666666667,44.5
70,0,1.0,43.0
60,0,1.0,41.8333333333333
80,0,1.0,40.66666666666669
70,0,1.0,39.5
60,0,1.0,38.3333333333333
50,10,1.0,37.16666666666669
60,0,1.0,36.0
370,0,1.0,36.8333333333333
50,0,1.0,37.66666666666669
60,0,1.0,38.5
40,0,1.0,39.3333333333333
50,0,1.0,40.16666666666669
60,0,1.0,41.0
110,0,1.16666666666667,44.5
110,0,1.33333333333333,48.0
100,0,1.5,51.5
110,0,1.66666666666667,55.0
100,0,1.8333333333333297,58.5
90,0,2.0,62.0
380,0,1.8333333333333297,62.1666666666667
440,0,1.66666666666667,62.3333333333333
110,0,1.5,62.5
90,0,1.33333333333333,62.6666666666667
70,0,1.16666666666667,62.8333333333333
50,0,1.0,63.0
40,0,1.16666666666667,55.8333333333333
50,0,1.33333333333333,48.66666666666669
50,0,1.5,41.5
50,0,1.66666666666667,34.3333333333333
50,0,1.8333333333333297,27.166666666666693
60,0,2.0,20.0
60,0,1.8333333333333297,20.8333333333333
30,0,1.66666666666667,21.666666666666693
40,0,1.5,22.5
20,0,1.33333333333333,23.3333333333333
30,0,1.16666666666667,24.166666666666693
50,0,1.0,25.0
50,0,1.16666666666667,25.666666666666693
60,0,1.33333333333333,26.3333333333333
50,0,1.5,27.0
60,0,1.66666666666667,27.666666666666693
50,0,1.8333333333333297,28.3333333333333
60,0,2.0,29.0
40,0,2.16666666666667,30.8333333333333
40,0,2.3333333333333295,32.66666666666669
60,0,2.5,34.5
50,0,2.66666666666667,36.3333333333333
60,0,2.8333333333333295,38.16666666666669
50,0,3.0,40.0
50,0,3.16666666666667,38.16666666666669
50,0,3.33333333333333,36.3333333333333
50,0,3.5,34.5
50,0,3.6666666666666705,32.66666666666669
40,0,3.8333333333333295,30.8333333333333
60,0,4.0,29.0
50,0,3.8333333333333295,30.8333333333333
50,0,3.6666666666666705,32.66666666666669
50,0,3.5,34.5
40,0,3.33333333333333,36.3333333333333
20,0,3.16666666666667,38.16666666666669
20,0,3.0,40.0
30,0,2.8333333333333295,40.0
50,0,2.66666666666667,40.0
60,0,2.5,40.0
60,0,2.3333333333333295,40.0
50,0,2.16666666666667,40.0
50,0,2.0,40.0
50,0,1.8333333333333297,40.0
40,0,1.66666666666667,40.0
50,0,1.5,40.0
50,0,1.33333333333333,40.0
50,0,1.16666666666667,40.0
60,0,1.0,40.0
50,0,1.0,40.0
60,0,1.0,40.0
50,0,1.0,40.0
40,0,1.0,40.0
50,0,1.0,40.0
40,0,1.0,40.0
50,0,1.0,40.0
50,0,1.0,40.0
30,0,1.0,40.0
30,0,1.0,40.0
30,0,1.0,40.0
40,0,1.0,40.0
60,0,1.0,40.0
50,0,1.0,40.0
40,0,1.0,40.0
60,0,1.0,40.0
