Appliances,lights,T1,RH_1,T2
70,0,22.6333333333333,44.2666666666667,20.29
60,0,22.6,44.2,20.29
60,0,22.6,44.2,20.2
50,0,22.6,44.09,20.2
60,0,22.6,44.09,20.2
50,0,22.566666666666695,44.09,20.1333333333333
60,0,22.5,44.09,20.1
50,0,22.5,44.09,20.1
70,0,22.5,44.09,20.1
60,0,22.5,44.0,20.0
60,0,22.5,44.0,20.0
60,0,22.39,43.9,19.963333333333296
60,0,22.39,43.9,19.89
70,0,22.39,43.8633333333333,19.89
50,0,22.39,43.79,19.89
60,0,22.39,43.79,19.856666666666698
50,0,22.39,43.79,19.79
60,0,22.29,43.79,19.79
50,0,22.29,43.79,19.79
60,0,22.29,43.79,19.79
60,0,22.29,43.79,19.73
70,0,22.23,43.73,19.7
60,0,22.2,43.7,19.7
60,0,22.2,43.7,19.7
60,0,22.2,43.76,19.7
60,0,22.2,43.7,19.7
60,0,22.2,43.73,19.6333333333333
50,0,22.2,43.79,19.6333333333333
50,0,22.2,43.79,19.625
50,0,22.1333333333333,43.79,19.6
60,0,22.1666666666667,43.79,19.6
60,0,22.1,43.79,19.6
60,0,22.1,43.79,19.6
60,0,22.1,43.79,19.6
60,0,22.1,43.79,19.6
60,0,22.1,43.8633333333333,19.533333333333296
60,0,22.1,43.9,19.5
60,0,22.1,43.9,19.5
50,10,22.0,43.79,19.5
60,0,22.0,43.845,19.5
60,20,22.0,44.1233333333333,19.5
70,20,22.0,44.26,19.5
60,30,22.066666666666695,44.26,19.5
60,20,22.033333333333296,44.4633333333333,19.5
120,20,22.1,44.59,19.566666666666695
100,0,22.1,44.826666666666696,19.5
60,10,22.1666666666667,44.9,19.533333333333296
100,0,22.2,44.76,19.6
700,10,22.2,44.5666666666667,19.6
620,0,22.2,44.3633333333333,19.6333333333333
340,0,22.2,44.49,19.7
280,10,22.2,44.6,19.7
280,0,22.1333333333333,44.5266666666667,19.76
260,0,22.1333333333333,44.39,19.823333333333295
190,10,22.2,44.796666666666695,19.89
110,0,22.2,44.79,20.033333333333296
90,0,22.2,44.73,20.1
70,10,22.23,44.56,20.1
80,0,22.2225,44.2475,20.1
80,0,22.2,43.9633333333333,20.1333333333333
80,10,22.26,43.796666666666695,20.2
80,0,22.2,43.53,20.29
80,0,22.2,43.16,20.29
90,10,22.2,42.6333333333333,20.29
80,0,22.1333333333333,42.76,20.29
70,10,22.1333333333333,42.56666666666669,20.29
70,10,22.1,42.4666666666667,20.245
80,0,22.1,42.4666666666667,20.29
200,10,22.1,42.3266666666667,20.426666666666698
390,10,22.033333333333296,42.3266666666667,20.566666666666695
310,10,22.1,42.79,20.6333333333333
130,0,22.1,42.863333333333294,20.7
110,10,22.1,42.9,20.76
140,10,22.1,42.9,20.7
140,0,22.1,42.59,20.7
120,10,22.1,42.59,20.7
130,10,22.1,42.56,20.7
100,0,22.1,42.433333333333294,20.7
130,10,22.1,42.45,20.79
750,0,22.066666666666695,42.1633333333333,20.79
610,10,22.066666666666695,42.223333333333294,20.926666666666698
360,10,22.1,42.2666666666667,21.066666666666695
360,10,22.1,42.3266666666667,21.1
310,20,22.1333333333333,42.36,21.1
270,20,22.1333333333333,41.6933333333333,20.856666666666698
270,10,22.1333333333333,41.793333333333294,20.79
240,10,22.2,42.3333333333333,20.89
150,10,22.2,42.4666666666667,21.0
100,10,22.2,42.2666666666667,21.0
110,0,22.26,41.863333333333294,21.033333333333296
100,0,22.26,41.53,21.1
120,10,22.2,40.3,21.1
100,0,22.2,40.893333333333295,21.033333333333296
90,0,22.2,41.2666666666667,21.1333333333333
240,10,22.26,41.3266666666667,21.2
390,0,22.29,41.02666666666669,21.2
180,0,22.356666666666698,40.7666666666667,21.2
160,10,22.39,40.59,21.2
250,0,22.4175,40.9975,21.2
150,0,22.426666666666698,40.7333333333333,21.1333333333333
150,0,22.29,40.6333333333333,21.0
390,0,22.356666666666698,40.56,21.033333333333296
380,10,22.39,40.6566666666667,21.1
300,0,22.39,40.93,21.1333333333333
260,0,22.5,41.23,21.1333333333333
580,0,22.5,41.43,21.1333333333333
730,0,22.6333333333333,42.8,21.2
450,0,22.7,45.4666666666667,21.26
310,0,22.823333333333295,46.36,21.29
380,0,22.89,46.36,21.29
460,0,22.926666666666698,45.923333333333304,21.29
480,0,23.0,45.39,21.29
500,0,23.0,44.99,21.29
170,0,22.926666666666698,44.73,21.29
410,0,22.926666666666698,44.5266666666667,21.26
140,0,22.926666666666698,44.2666666666667,21.2
90,0,22.89,44.0266666666667,21.1
80,0,22.963333333333296,43.826666666666696,21.1
90,0,23.0,43.6,21.1
180,0,23.0,43.2233333333333,21.033333333333296
410,10,23.0,42.89,20.963333333333296
130,0,23.0,42.6633333333333,20.89
90,10,23.0,42.59,20.856666666666698
70,0,23.0,42.4666666666667,20.79
80,10,23.0,42.3266666666667,20.76
70,0,23.0,42.1633333333333,20.7
70,10,23.0,42.03,20.7
70,0,23.1,42.06,20.6
70,10,23.033333333333296,41.933333333333294,20.6
70,0,23.066666666666695,41.9,20.566666666666695
50,0,23.0,41.9666666666667,20.5
50,0,23.0,41.9,20.463333333333296
70,10,23.0,41.9,20.39
50,0,23.0,41.76,20.356666666666698
50,0,22.926666666666698,41.7,20.29
50,0,22.89,41.59,20.2
50,0,22.89,41.53,20.1333333333333
40,0,22.84,41.45,20.1
60,0,22.79,41.29,20.033333333333296
50,0,22.79,41.23,20.0
60,10,22.79,41.2,19.926666666666698
50,0,22.73,41.2,19.856666666666698
60,0,22.7,41.09,19.79
60,0,22.7,41.09,19.76
50,0,22.6333333333333,41.03,19.7
50,0,22.6333333333333,41.03,19.6
50,0,22.6,41.0,19.566666666666695
50,0,22.6,41.0,19.5
50,0,22.6,41.0,19.5
50,10,22.533333333333296,41.0,19.426666666666698
60,0,22.5,41.0,19.39
60,0,22.5,41.0,19.323333333333295
50,0,22.39,40.9,19.356666666666698
50,0,22.39,40.9,19.29
60,0,22.39,40.9,19.26
40,0,22.39,40.8266666666667,19.2
60,0,22.29,40.9,19.2
40,0,22.29,40.9,19.1333333333333
50,0,22.29,40.9,19.1
50,0,22.2,40.79,19.1
50,10,22.2,40.79,19.066666666666695
60,0,22.2,40.8266666666667,19.0
60,0,22.2,40.9,19.0
50,0,22.1666666666667,40.9,19.0
60,0,22.1,40.9,18.945
40,0,22.1,40.9,18.89
50,0,22.1,40.9,18.89
50,0,22.066666666666695,40.863333333333294,18.856666666666698
50,0,22.066666666666695,40.93,18.79
50,0,22.0,40.9,18.79
60,0,22.0,40.9,18.856666666666698
50,0,21.963333333333296,40.933333333333294,18.79
60,0,21.963333333333296,41.0,18.79
50,0,21.963333333333296,41.0,18.79
60,0,21.89,41.0,18.79
50,0,21.89,41.09,18.79
50,0,21.89,41.09,18.79
40,0,21.84,41.045,18.79
50,0,21.79,41.0,18.79
40,0,21.79,41.06,18.79
60,0,21.79,41.09,18.79
50,0,21.79,41.09,18.79
60,0,21.76,41.2,18.79
50,0,21.7,41.2,18.79
70,0,21.7,41.2,18.79
70,0,21.7,41.26,18.79
70,0,21.7,41.23,18.79
100,0,21.7,41.363333333333294,18.79
60,10,21.7,41.6666666666667,18.79
60,0,21.76,42.2,18.79
70,30,21.79,42.39,18.89
90,20,21.79,42.53,18.89
70,30,21.79,42.26,19.0
180,30,21.79,42.1266666666667,19.066666666666695
210,20,21.79,41.9666666666667,19.2
130,30,21.856666666666698,41.9,19.2
80,20,21.89,41.995,19.323333333333295
80,20,21.89,42.1266666666667,19.39
80,0,21.89,42.26,19.566666666666695
70,0,21.89,42.433333333333294,19.8266666666667
90,0,21.89,42.5,20.29
60,0,21.89,42.7666666666667,20.29
60,10,21.963333333333296,42.9666666666667,20.245
80,0,22.0,43.1266666666667,20.29
80,0,21.926666666666698,43.26,20.29
70,0,21.926666666666698,43.59,20.29
60,0,22.0,44.8633333333333,20.29
90,10,22.0,45.3966666666667,20.426666666666698
100,0,22.0,45.3233333333333,20.566666666666695
80,0,22.0,45.0933333333333,20.6633333333333
100,20,22.0,44.55,20.93
90,20,22.0,43.8633333333333,21.1
70,0,22.0,43.4633333333333,21.033333333333296
70,0,22.0,43.4,21.0
60,0,22.0,42.9475,21.0
60,0,21.926666666666698,42.6566666666667,20.89
60,0,21.89,42.363333333333294,20.89
60,10,21.963333333333296,42.1566666666667,20.926666666666698
140,0,21.963333333333296,42.1333333333333,21.0
120,0,21.89,42.52666666666669,21.066666666666695
90,10,22.0,42.56,21.0
110,0,22.066666666666695,42.56,20.926666666666698
100,20,22.066666666666695,42.4,20.79
110,20,22.0,42.0,20.73
90,30,22.0,41.723333333333294,20.7
100,20,22.0,41.53,20.7
110,20,22.0,41.345,20.7
110,30,22.0,41.23,20.7
110,20,22.0,41.09,20.7
110,20,21.926666666666698,41.03,20.7
120,20,21.89,41.0,20.6666666666667
100,20,21.89,40.933333333333294,20.6
120,0,21.963333333333296,40.9,20.6
100,10,21.945,40.9,20.533333333333296
100,0,21.89,40.9666666666667,20.5
90,0,21.89,41.0,20.5
90,0,21.89,41.0,20.5
80,0,21.89,41.09,20.426666666666698
90,0,21.89,41.1633333333333,20.5
70,0,21.89,41.29,20.5
110,0,21.89,41.29,20.5
70,0,21.89,41.29,20.39
90,0,21.823333333333295,41.29,20.39
100,0,21.79,41.29,20.356666666666698
90,0,21.856666666666698,41.43,20.29
110,0,21.89,42.43,20.29
150,0,21.89,42.29,20.29
130,0,21.79,42.23,20.29
110,0,21.79,42.363333333333294,20.29
100,0,21.856666666666698,42.4666666666667,20.323333333333295
90,0,21.79,42.3266666666667,20.323333333333295
100,0,21.823333333333295,42.1266666666667,20.29
240,0,21.823333333333295,42.06666666666669,20.29
470,0,21.89,41.995,20.29
100,0,21.89,42.6966666666667,20.29
100,0,21.89,43.423333333333304,20.26
420,0,22.0,42.8266666666667,20.2
320,10,22.0,44.0266666666667,20.2
100,10,22.066666666666695,47.7333333333333,20.2
110,10,22.1333333333333,48.4666666666667,20.2
150,20,22.1,47.6,20.1666666666667
160,30,22.1,47.326666666666696,20.1
140,20,22.1,46.7633333333333,20.066666666666695
130,30,22.1,46.03,20.0
130,20,22.1,45.133333333333304,19.963333333333296
130,30,22.1,44.8,19.89
110,20,22.066666666666695,44.3333333333333,19.856666666666698
120,30,22.0,43.8,19.79
130,20,22.0,43.296666666666695,19.79
130,30,22.0,42.9633333333333,19.73
110,10,22.0,42.76,19.7
80,10,21.926666666666698,42.5,19.6333333333333
30,0,21.963333333333296,42.45666666666669,19.6
50,0,21.89,42.7225,19.533333333333296
40,0,21.89,42.6266666666667,19.5
60,0,21.79,42.53,19.426666666666698
50,0,21.79,42.53,19.39
50,0,21.76,42.4,19.323333333333295
50,0,21.7,42.3266666666667,19.29
50,10,21.7,42.1633333333333,19.2
50,0,21.7,42.03,19.2
50,0,21.6666666666667,41.9666666666667,19.1666666666667
60,0,21.6,41.9,19.1
50,0,21.566666666666695,41.9,19.1
70,0,21.5,41.8266666666667,19.033333333333296
50,0,21.5,41.9,19.0
60,0,21.5,41.9,18.926666666666698
40,0,21.5,41.863333333333294,18.89
60,0,21.426666666666698,41.79,18.89
50,0,21.39,41.7,18.823333333333295
60,0,21.39,41.76,18.823333333333295
50,0,21.39,41.7,18.79
60,0,21.39,41.7,18.79
60,0,21.39,41.7,18.73
50,0,21.356666666666698,41.7,18.73
60,0,21.356666666666698,41.7,18.7
40,0,21.29,41.7,18.7
50,0,21.29,41.6266666666667,18.6
50,0,21.29,41.59,18.6
50,0,21.29,41.59,18.6
60,0,21.2,41.5,18.566666666666695
60,0,21.2,41.5,18.5
60,0,21.2,41.4,18.5
50,0,21.2,41.4,18.426666666666698
60,0,21.2,41.4,18.39
50,0,21.2,41.4,18.39
50,0,21.2,41.4,18.356666666666698
50,0,21.1333333333333,41.4,18.29
50,0,21.1,41.363333333333294,18.29
50,0,21.1,41.29,18.29
50,0,21.1,41.29,18.2
30,0,21.1,41.29,18.2
40,0,21.0,41.2,18.2
30,0,21.033333333333296,41.1266666666667,18.1333333333333
50,0,21.033333333333296,41.1266666666667,18.1
50,0,21.0,41.09,18.1
50,0,21.0,41.09,18.1
60,0,21.0,41.09,18.075
50,0,20.926666666666698,41.03,18.0
60,0,20.89,41.0,18.0
50,0,20.89,41.0,18.0
60,0,20.89,41.0,17.963333333333303
50,0,20.89,41.0,17.89
60,0,20.89,41.0,17.89
40,0,20.89,41.0,17.89
50,0,20.79,40.79,17.856666666666698
50,0,20.79,40.79,17.856666666666698
50,0,20.79,40.79,17.79
60,0,20.79,40.79,17.79
70,0,20.79,40.79,17.79
120,0,20.79,40.93,17.79
70,0,20.79,41.245,17.823333333333302
90,0,20.823333333333295,41.36,17.89
60,0,20.89,41.5,17.89
70,10,20.89,41.5,17.963333333333303
80,10,20.89,41.36,18.0
290,0,20.89,41.3,18.075
70,0,20.89,41.433333333333294,18.1666666666667
400,0,20.89,41.29,18.29
70,0,20.89,41.23,18.356666666666698
200,0,20.89,41.29,18.533333333333296
220,0,20.89,41.29,18.6666666666667
40,0,21.0,41.433333333333294,18.823333333333295
40,0,21.0,41.433333333333294,18.963333333333296
40,0,21.0,41.4,19.393333333333295
60,0,21.0,41.4,19.726666666666695
210,0,21.0,41.29,20.1333333333333
390,0,21.0,41.23,20.26
100,0,21.1,41.3266666666667,20.566666666666695
50,0,21.1,41.4666666666667,20.8266666666667
50,0,21.2,41.4,21.1
40,0,21.2,41.3725,21.1
50,0,21.2,41.23,21.2633333333333
40,0,21.29,41.29,21.463333333333296
50,0,21.29,41.23,21.533333333333296
60,0,21.323333333333295,41.1633333333333,21.675
50,0,21.39,41.09,21.76
50,0,21.39,41.06,21.926666666666698
60,0,21.39,40.933333333333294,22.0
50,0,21.5,40.9666666666667,22.0
50,0,21.5,40.9,22.066666666666695
40,0,21.6,40.7,22.1
50,0,21.6,40.6266666666667,22.1
50,0,21.6,40.5,22.0
50,0,21.6666666666667,40.5,22.0
50,0,21.7,40.4,22.033333333333296
30,0,21.76,40.3266666666667,22.1
30,0,21.823333333333295,40.23,22.1
30,0,21.89,40.1566666666667,22.1
40,0,21.89,40.06,22.066666666666695
50,0,21.9175,40.0,22.066666666666695
50,0,22.0,40.0,22.1333333333333
60,0,22.0,39.9666666666667,22.2
60,0,22.066666666666695,39.9,22.1
50,0,22.1333333333333,39.9,22.1
50,0,22.2,39.9,22.0
50,0,22.2,39.863333333333294,21.963333333333296
50,0,22.2,39.73,21.89
50,0,22.29,39.79,21.89
50,0,22.29,39.73,21.823333333333295
40,0,22.29,39.6633333333333,21.76
60,0,22.29,39.59,21.7
60,0,22.29,39.53,21.7
50,0,22.356666666666698,39.59,21.76
50,0,22.39,39.7,21.79
50,0,22.39,39.6266666666667,21.79
50,0,22.39,39.5,21.7
50,0,22.39,39.433333333333294,21.6333333333333
40,0,22.39,39.4,21.566666666666695
50,0,22.39,39.4,21.5
50,0,22.39,39.29,21.463333333333296
50,0,22.39,39.2,21.39
60,0,22.39,39.2,21.356666666666698
50,0,22.39,39.1633333333333,21.29
50,0,22.39,39.09,21.29
40,0,22.39,39.09,21.2
50,0,22.39,39.09,21.1333333333333
40,0,22.323333333333295,39.06,21.1
50,0,22.323333333333295,38.933333333333294,21.033333333333296
50,0,22.29,38.9,20.89
50,0,22.29,38.8266666666667,20.823333333333295
60,0,22.26,38.76,20.7
90,0,22.2,38.7,20.7
90,0,22.2,38.76,20.6
90,0,22.2,38.7,20.533333333333296
110,0,22.2,38.56,20.5
110,20,22.2,38.56,20.426666666666698
130,20,22.2,38.7,20.39
140,30,22.1333333333333,38.7,20.323333333333295
110,0,22.1,38.6633333333333,20.29
120,0,22.1,38.59,20.23
130,0,22.1,38.59,20.2
120,0,22.1,38.59,20.2
120,0,22.1,38.6633333333333,20.1
120,0,22.066666666666695,38.59,20.1
120,0,22.0,38.59,20.033333333333296
110,0,22.0,38.56,20.0
80,0,22.0,38.5,19.926666666666698
70,0,22.0,38.5,19.89
70,10,22.0,38.5,19.823333333333295
70,0,21.963333333333296,38.5,19.79
70,0,21.89,38.56,19.79
70,0,21.89,38.53,19.76
50,0,21.89,38.53,19.7
50,10,21.89,38.5,19.6
50,0,21.823333333333295,38.5,19.6
50,0,21.79,38.5,19.5
50,0,21.79,38.5,19.5
60,0,21.76,38.59,19.39
40,0,21.7,38.59,19.39
30,0,21.7,38.6633333333333,19.356666666666698
20,0,21.7,38.7,19.29
30,0,21.7,38.7,19.26
70,0,21.6666666666667,38.79,19.2
50,0,21.6,38.79,19.2
60,0,21.6,38.9,19.1666666666667
60,0,21.6,38.9666666666667,19.1
60,0,21.566666666666695,39.0,19.1
50,0,21.566666666666695,39.06,19.033333333333296
50,0,21.5,39.09,19.0
50,0,21.5,39.09,19.0
40,0,21.5,39.2,18.963333333333296
60,0,21.5,39.2,18.89
50,0,21.5,39.29,18.89
60,0,21.5,39.29,18.89
60,0,21.426666666666698,39.2666666666667,18.79
60,0,21.426666666666698,39.3266666666667,18.79
50,0,21.39,39.29,18.79
50,0,21.39,39.363333333333294,18.79
50,0,21.34,39.4,18.7
50,0,21.39,39.4,18.7
50,0,21.323333333333295,39.4,18.6666666666667
50,0,21.29,39.4,18.6
60,0,21.29,39.4666666666667,18.6
60,0,21.29,39.5,18.566666666666695
50,0,21.29,39.5,18.5
50,0,21.26,39.4666666666667,18.5
60,0,21.2,39.4,18.5
50,0,21.2,39.4,18.463333333333296
40,0,21.2,39.4666666666667,18.39
40,0,21.2,39.5,18.39
40,0,21.2,39.5,18.39
30,0,21.2,39.53,18.29
40,0,21.2,39.59,18.29
50,0,21.1,39.59,18.29
60,0,21.1,39.59,18.29
50,0,21.1,39.59,18.26
50,0,21.1,39.59,18.2
50,0,21.1,39.59,18.2
50,0,21.0,39.5,18.2
60,0,21.0,39.5,18.1333333333333
60,0,21.0,39.5,18.125
50,0,21.0,39.5,18.1
50,0,21.0,39.5,18.1
60,0,20.926666666666698,39.5,18.1
50,0,21.0,39.7666666666667,18.1
50,0,21.0,40.02666666666669,18.1666666666667
50,0,21.0,40.29,18.23
80,0,21.0,40.29,18.29
110,0,21.033333333333296,40.6666666666667,18.323333333333295
60,0,21.1,41.1266666666667,18.39
50,0,21.1,41.2666666666667,18.533333333333296
60,0,21.1,41.4666666666667,18.6666666666667
40,10,21.1,41.26,18.79
60,0,21.1666666666667,41.06666666666669,18.856666666666698
60,0,21.2,40.76,18.823333333333295
240,0,21.1333333333333,40.6266666666667,18.963333333333296
330,0,21.2,40.73,19.323333333333295
80,0,21.1333333333333,40.79,19.39
50,0,21.1,40.645,19.426666666666698
90,0,21.1333333333333,40.56,19.725
100,0,21.2,40.6933333333333,20.066666666666695
70,0,21.1666666666667,39.9233333333333,20.2
110,0,21.1,39.463333333333296,20.2
100,0,21.1,39.433333333333294,20.23
110,0,21.033333333333296,39.5,20.29
190,0,21.033333333333296,39.6266666666667,20.323333333333295
480,0,21.1,39.8333333333333,20.53
440,0,21.1,40.33,20.96
280,0,21.1,40.7966666666667,21.1666666666667
140,0,21.1,41.1933333333333,21.29
100,0,21.1666666666667,41.6,21.29
120,0,21.2,41.963333333333296,21.39
160,0,21.2,42.2966666666667,21.39
90,0,21.2,42.6666666666667,21.39
100,0,21.2,43.06,21.39
190,0,21.2,43.0666666666667,21.29
130,0,21.2225,43.3425,21.23
100,0,21.356666666666698,43.53,21.2
200,0,21.39,43.7666666666667,21.2
400,0,21.39,44.0266666666667,21.2
190,0,21.39,44.29,21.29
150,0,21.39,44.49,21.23
130,0,21.39,44.826666666666696,21.29
110,10,21.463333333333296,45.1,21.29
140,0,21.5,45.4333333333333,21.29
110,0,21.5,45.4333333333333,21.23
110,0,21.426666666666698,45.326666666666696,21.1666666666667
80,0,21.426666666666698,45.4,21.1
70,0,21.426666666666698,45.5666666666667,21.1
80,0,21.5,45.6266666666667,21.1
90,0,21.533333333333296,45.3333333333333,21.066666666666695
100,0,21.533333333333296,44.9266666666667,21.0
100,10,21.5,44.296666666666695,20.963333333333296
140,0,21.5,43.89,20.89
720,0,21.5,43.4666666666667,20.856666666666698
640,0,21.5,43.2666666666667,20.79
330,0,21.5,43.045,20.7
300,0,21.5,43.0,20.6333333333333
300,0,21.5,42.95,20.6
280,0,21.533333333333296,42.9666666666667,20.675
330,10,21.6,43.0266666666667,20.7
270,0,21.6333333333333,43.09,20.7
260,10,21.7,43.1633333333333,20.7
480,0,21.79,43.36,20.7
330,0,21.856666666666698,43.56,20.7
300,10,21.89,43.59,20.7
440,0,21.89,43.59,20.7
440,10,21.963333333333296,43.6566666666667,20.6
760,0,21.963333333333296,44.4566666666667,20.6
710,10,22.033333333333296,45.46,20.5
390,20,22.1,48.1266666666667,20.566666666666695
120,10,22.2,50.1966666666667,20.6
140,10,22.26,50.8633333333333,20.6
130,0,22.29,49.66,20.5
140,10,22.29,48.86,20.5
190,30,22.29,47.7,20.39
150,20,22.29,46.7666666666667,20.39
140,10,22.29,46.226666666666695,20.356666666666698
140,0,22.2,45.3633333333333,20.29
130,0,22.2,44.89,20.23
130,0,22.2,44.49,20.2
130,0,22.2,44.1566666666667,20.1333333333333
150,0,22.1666666666667,43.93,20.1
120,0,22.1,43.73,20.1
130,0,22.1,43.56,20.066666666666695
120,0,22.1,43.4333333333333,20.0
120,0,22.1,43.26,19.963333333333296
130,0,22.033333333333296,43.0666666666667,19.89
90,0,22.0,42.863333333333294,19.89
70,10,22.0,42.73,19.89
60,10,22.0,42.83,19.856666666666698
60,0,22.0,43.03,19.79
40,10,21.963333333333296,43.1633333333333,19.76
60,0,21.963333333333296,43.1633333333333,19.7
40,0,21.89,43.1633333333333,19.6666666666667
50,0,21.865,42.9475,19.6
60,0,21.79,42.6266666666667,19.566666666666695
40,0,21.79,42.56,19.4725
40,10,21.73,42.433333333333294,19.39
40,0,21.7,42.4,19.356666666666698
40,0,21.7,42.4,19.29
40,0,21.7,42.4,19.29
40,0,21.6333333333333,42.2666666666667,19.23
50,0,21.6,42.1633333333333,19.2
40,0,21.533333333333296,42.09,19.1333333333333
50,10,21.5,42.09,19.1
50,0,21.5,42.03,19.033333333333296
60,0,21.463333333333296,41.9666666666667,19.0
50,0,21.39,41.8266666666667,19.0
50,0,21.39,41.79,18.89
50,0,21.39,41.73,18.89
50,0,21.39,41.7,18.856666666666698
50,0,21.323333333333295,41.7,18.79
40,0,21.29,41.7,18.79
50,10,21.29,41.7,18.73
50,0,21.245,41.645,18.7
60,0,21.2,41.56,18.7
60,0,21.2,41.5,18.65
40,0,21.2,41.4666666666667,18.6
60,0,21.2,41.4666666666667,18.533333333333296
50,0,21.1666666666667,41.4,18.5
50,0,21.1,41.4,18.5
50,0,21.1,41.29,18.426666666666698
50,10,21.1,41.29,18.426666666666698
50,0,21.1,41.26,18.39
50,0,21.1,41.2,18.323333333333295
60,0,21.0,41.09,18.29
50,0,21.0,41.03,18.23
60,0,21.0,41.0,18.2
50,0,21.0,41.0,18.2
50,0,21.0,40.9666666666667,18.1
40,0,21.0,40.9,18.1
50,0,21.0,40.9,18.066666666666695
50,0,21.0,40.8266666666667,18.0
40,0,20.89,40.79,18.0
70,0,20.89,40.76,17.926666666666698
50,0,20.89,40.7,17.945
50,0,20.89,40.7,17.89
60,0,20.89,40.7,17.89
50,0,20.89,40.6633333333333,17.79
50,0,20.823333333333295,40.59,17.79
40,0,20.79,40.5,17.760000000000005
50,0,20.79,40.5,17.7
50,0,20.79,40.4,17.7
40,0,20.73,40.4,17.7
50,0,20.79,40.363333333333294,17.7
60,0,20.73,40.29,17.7
50,0,20.7,40.29,17.7
60,0,20.7,40.29,17.7
40,0,20.7,40.29,17.73
30,0,20.7,40.29,17.79
70,0,20.7,40.6,17.823333333333302
40,0,20.7,41.1333333333333,17.89
50,0,20.79,41.495,17.926666666666698
50,0,20.79,41.53,18.1
60,0,20.856666666666698,41.6633333333333,18.26
210,0,20.89,41.9,18.323333333333295
320,0,20.89,41.9,18.463333333333296
70,0,20.856666666666698,41.5633333333333,18.6
110,0,20.856666666666698,41.09666666666671,18.6
130,0,20.89,40.9,18.6333333333333
70,0,20.89,40.7666666666667,18.7
60,0,20.89,40.76,18.823333333333295
70,0,20.89,40.7,18.963333333333296
70,0,20.89,40.7,19.1333333333333
70,0,20.89,40.7,19.26
60,0,20.89,40.73,19.46
70,0,20.89,40.79,19.6666666666667
230,0,20.926666666666698,40.76,19.926666666666698
390,0,20.926666666666698,40.7,20.1333333333333
100,0,21.0,40.73,20.323333333333295
70,0,21.0,40.73,20.463333333333296
80,0,21.0,40.6633333333333,20.6333333333333
70,0,21.0,40.4975,20.76
80,0,21.0,40.3266666666667,20.89
80,0,21.033333333333296,40.1333333333333,21.0
70,0,21.1,39.8,21.0
80,0,21.23,42.4,21.1333333333333
80,0,21.29,42.26,21.26
100,0,21.39,42.1933333333333,21.426666666666698
110,10,21.463333333333296,42.1933333333333,21.5
100,0,21.6333333333333,41.6933333333333,21.533333333333296
100,0,21.7,41.36,21.6
90,0,21.823333333333295,41.06,21.7
100,0,21.89,40.8,21.7
90,0,22.0,40.3333333333333,21.73
90,0,22.0,39.92666666666669,21.79
190,0,22.1,39.6333333333333,21.856666666666698
370,0,22.1,39.1666666666667,21.79
280,0,22.2,37.9233333333333,21.6666666666667
130,0,22.2,37.33,21.533333333333296
120,0,22.2,36.5633333333333,21.6
100,0,22.2,36.0475,21.6
120,0,22.2,35.9666666666667,21.7
120,0,22.2,36.433333333333294,21.7925
110,0,22.26,37.2333333333333,21.89
110,0,22.29,37.92666666666669,21.926666666666698
110,0,22.29,38.3333333333333,21.926666666666698
120,0,22.29,38.6566666666667,21.89
120,0,22.29,38.93,21.89
160,0,22.29,39.2666666666667,21.89
360,0,22.29,39.4666666666667,21.963333333333296
410,0,22.29,39.96,21.963333333333296
520,0,22.356666666666698,41.033333333333296,21.963333333333296
430,0,22.39,42.4,21.963333333333296
270,0,22.463333333333296,43.133333333333304,21.89
190,0,22.426666666666698,44.2333333333333,21.89
170,0,22.566666666666695,44.9,21.89
140,0,22.5,44.6233333333333,21.856666666666698
150,0,22.566666666666695,43.7633333333333,21.79
110,0,22.6,42.96,21.7
100,0,22.6,42.5,21.7
100,0,22.55,42.05,21.6666666666667
90,0,22.533333333333296,41.6333333333333,21.6
100,0,22.6,41.3,21.5
170,0,22.5,40.9666666666667,21.39
250,10,22.5,40.7666666666667,21.323333333333295
410,0,22.5,40.43,21.26
460,10,22.5,40.8966666666667,21.2
340,10,22.6,42.39,21.1333333333333
110,0,22.726666666666695,43.7233333333333,21.1333333333333
120,10,22.79,43.1933333333333,21.1666666666667
130,10,22.79,42.8,21.1
110,10,22.79,42.533333333333296,21.066666666666695
80,10,22.79,42.06666666666669,21.0
90,10,22.79,41.723333333333294,20.963333333333296
80,10,22.73,41.59,20.89
90,0,22.7,41.5,20.89
90,10,22.7,41.433333333333294,20.89
90,10,22.7,41.5,20.79
90,10,22.7,41.5,20.73
90,10,22.7,41.5,20.7
80,0,22.7,41.5,20.7
80,10,22.7,41.5,20.65
90,10,22.6,41.5,20.6
80,10,22.6,41.5,20.533333333333296
80,0,22.6,41.5,20.5
80,10,22.6,41.56,20.5
50,0,22.6,41.79,20.463333333333296
60,0,22.6,41.73,20.39
50,0,22.5,41.6633333333333,20.29
40,0,22.5,41.59,20.23
30,0,22.463333333333296,41.4666666666667,20.1666666666667
40,0,22.463333333333296,41.3266666666667,20.1
50,0,22.39,41.2,20.0
50,0,22.323333333333295,41.1266666666667,20.0
50,0,22.29,41.06,19.89
60,0,22.29,41.0,19.823333333333295
60,0,22.2,40.9,19.79
60,0,22.2,40.9,19.73
60,0,22.2,40.79,19.7
40,0,22.1333333333333,40.79,19.7
60,0,22.1,40.745,19.6
40,0,22.066666666666695,40.76,19.5
50,0,22.0,40.6266666666667,19.5
